epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
10,297151.0,297151.0,0.0,1062,1062,0,0.0,0.10771484375,0.054022216796875,0.03630937430787818,0.6888265126648195,0.10371620825775407,0,0.061903926311232975,0,0.078369140625,32776.0,0.0,125,0.10771484375,41329.0,0.0,126,0.001171875,33651.0,0.0,106,0.037646484375,24862.0,0.0,124,0.0865234375,35985.0,0.0,124,0.06318359375,47198.0,0.0,124,0.05703125,46069.0,0.0,123,0.0005371093749999999,35281.0,0.0,83
11,294204.0,294204.0,0.0,1094,1094,0,0.0,0.11586914062499999,0.057141113281249996,0.039183914321684825,0.6801617248247667,0.10895331130779962,0,0.06498523033482406,0,0.081591796875,32718.0,0.0,124,0.11586914062499999,43798.0,0.0,125,0.0005859375,30376.0,0.0,118,0.037353515625,37209.0,0.0,123,0.092626953125,32704.0,0.0,124,0.068408203125,53391.0,0.0,127,0.060546875,35356.0,0.0,125,0.000146484375,28652.0,0.0,73
12,326475.0,326475.0,0.0,1200,1200,0,0.0,0.13212890624999998,0.06221923828125,0.04291403147406214,0.677636408050542,0.13962745998927906,0,0.11740443035503809,0,0.08608398437499999,26138.0,0.0,123,0.13212890624999998,57054.0,0.0,121,0.00302734375,43175.0,0.0,127,0.035302734375,25300.0,0.0,128,0.0953125,43404.0,0.0,126,0.074951171875,49638.0,0.0,128,0.06982421874999999,36771.0,0.0,123,0.001123046875,44995.0,0.0,98
13,303718.0,303718.0,0.0,1140,1140,0,0.0,0.134130859375,0.06463623046875,0.04511762181192727,0.6723877393703749,0.08020021862385462,0,0.060011543676478186,0,0.088232421875,32977.0,0.0,127,0.134130859375,37146.0,0.0,123,0.001171875,42121.0,0.0,129,0.0345703125,29232.0,0.0,127,0.103125,39648.0,0.0,125,0.08105468749999999,48513.0,0.0,124,0.074365234375,35425.0,0.0,122,0.00043945312499999996,38656.0,0.0,93
14,313352.0,313352.0,0.0,1153,1153,0,0.0,0.145556640625,0.0684814453125,0.04873356321979022,0.663825672456579,0.13280591794531338,0,0.09967504746551614,0,0.08896484375,30855.0,0.0,124,0.145556640625,50432.0,0.0,125,0.001416015625,42911.0,0.0,124,0.034423828125,20492.0,0.0,124,0.11123046874999999,39323.0,0.0,123,0.088525390625,47897.0,0.0,123,0.07758789062499999,46478.0,0.0,123,0.000146484375,34964.0,0.0,89
15,331207.0,331207.0,0.0,1159,1159,0,0.0,0.154931640625,0.071826171875,0.05138133039246629,0.6614915301814235,0.14532943144317567,0,0.1157326634411565,0,0.08813476562499999,27292.0,0.0,123,0.154931640625,55591.0,0.0,126,0.002294921875,39640.0,0.0,125,0.03564453125,24442.0,0.0,126,0.11904296874999999,40924.0,0.0,127,0.088818359375,44371.0,0.0,124,0.08535156249999999,57076.0,0.0,127,0.000390625,41871.0,0.0,91
16,334542.0,334542.0,0.0,1144,1144,0,0.0,0.1611328125,0.07498779296875,0.05335287559994825,0.663918305698601,0.15214307919483905,0,0.10003208898247695,0,0.093896484375,32164.0,0.0,127,0.1611328125,49764.0,0.0,126,0.004345703124999999,47720.0,0.0,124,0.034130859374999996,20827.0,0.0,126,0.12031249999999999,47619.0,0.0,124,0.09150390625,41410.0,0.0,126,0.094580078125,60072.0,0.0,122,0.0,34966.0,0.0,93
17,348221.0,348221.0,0.0,1177,1177,0,0.0,0.172998046875,0.079443359375,0.05607652404999822,0.6674455241791172,0.161988722678988,0,0.1236031881022207,0,0.09912109374999999,32399.0,0.0,127,0.172998046875,58348.0,0.0,126,0.004345703125,50771.0,0.0,124,0.039746093749999996,26936.0,0.0,126,0.1216796875,40282.0,0.0,125,0.09990234375,51850.0,0.0,126,0.09750976562500001,59784.0,0.0,125,0.000244140625,27851.0,0.0,78
18,329438.0,329438.0,0.0,1137,1137,0,0.0,0.17773437499999997,0.0828125,0.058386188357922426,0.6679658679844511,0.15344010102052552,0,0.08910353524278251,0,0.10122070312499999,29595.0,0.0,126,0.17773437499999997,42262.0,0.0,125,0.001611328125,38641.0,0.0,126,0.04287109375,26509.0,0.0,123,0.12646484375,39404.0,0.0,124,0.106787109375,53709.0,0.0,122,0.10517578125,63979.0,0.0,123,0.0006347656249999999,35339.0,0.0,76
19,314286.0,314286.0,0.0,1095,1095,0,0.0,0.186328125,0.085284423828125,0.06121917541369726,0.6599480531760502,0.16804121087162605,0,0.09751299982121249,0,0.1033203125,33149.0,0.0,125,0.186328125,47698.0,0.0,124,0.00043945312499999996,41048.0,0.0,121,0.040722656249999996,24325.0,0.0,125,0.12514648437499998,29226.0,0.0,125,0.11240234375,52458.0,0.0,122,0.11323242187499999,58257.0,0.0,126,0.00068359375,28125.0,0.0,66
20,304985.0,304985.0,0.0,1050,1050,0,0.0,0.192041015625,0.087176513671875,0.06359048304261931,0.6527049590469817,0.15385223863468656,0,0.08789719526772374,0,0.10263671875000001,25927.0,0.0,126,0.192041015625,43587.0,0.0,127,0.00068359375,42087.0,0.0,106,0.037792968749999996,21654.0,0.0,127,0.12856445312499998,36333.0,0.0,125,0.11840820312499999,49000.0,0.0,127,0.11728515625,53427.0,0.0,124,0.0,32970.0,0.0,68
21,314625.0,314625.0,0.0,1093,1093,0,0.0,0.199609375,0.089959716796875,0.06646950317829504,0.6468536400186845,0.17623003575685292,0,0.13252420710252477,0,0.10297851562499999,20863.0,0.0,124,0.199609375,44887.0,0.0,125,0.000830078125,41674.0,0.0,117,0.035302734375,18879.0,0.0,126,0.133837890625,50042.0,0.0,125,0.12172851562499999,47276.0,0.0,126,0.12514648437499998,55780.0,0.0,126,0.000244140625,35224.0,0.0,82
22,332005.0,332005.0,0.0,1178,1178,0,0.0,0.21435546875,0.09515380859375,0.07089542666260781,0.6430386646450976,0.18751035375973202,0,0.15390857941845376,0,0.10390624999999999,21739.0,0.0,126,0.21435546875,56910.0,0.0,128,0.003173828125,39913.0,0.0,120,0.035009765625,24358.0,0.0,124,0.1416015625,40444.0,0.0,124,0.12856445312499998,53520.0,0.0,126,0.13447265625,61172.0,0.0,127,0.000146484375,33949.0,0.0,70
23,291491.0,291491.0,0.0,1111,1111,0,0.0,0.216064453125,0.09710693359375,0.07257886374993783,0.6415914199659402,0.141291240552881,0,0.09520073158468388,0,0.10415039062499999,23737.0,0.0,125,0.216064453125,42514.0,0.0,123,0.00146484375,40982.0,0.0,126,0.035009765625,24311.0,0.0,125,0.145703125,36297.0,0.0,126,0.132958984375,35266.0,0.0,125,0.14111328125,54580.0,0.0,127,0.000390625,33804.0,0.0,78
24,307633.0,307633.0,0.0,1112,1112,0,0.0,0.227392578125,0.10035400390624999,0.0766925864658564,0.6312999930224151,0.16330700867592185,0,0.16070198364730423,0,0.107763671875,41663.0,0.0,124,0.227392578125,40475.0,0.0,123,0.0008789062499999999,30416.0,0.0,124,0.031054687499999997,18029.0,0.0,125,0.14604492187499998,30614.0,0.0,127,0.13818359375,49917.0,0.0,123,0.15136718749999997,56688.0,0.0,123,0.000146484375,39831.0,0.0,85
25,282489.0,282489.0,0.0,1087,1087,0,0.0,0.23330078125,0.10225830078125,0.07881317598051486,0.6273449980831042,0.1446149230589504,0,0.1090471037075333,0,0.10693359375,25926.0,0.0,124,0.23330078125,39902.0,0.0,126,0.000732421875,29909.0,0.0,109,0.030322265624999997,18734.0,0.0,124,0.15239257812499998,35007.0,0.0,125,0.14208984375,42375.0,0.0,123,0.1521484375,46056.0,0.0,127,0.000146484375,44580.0,0.0,93
26,301855.0,301855.0,0.0,1120,1120,0,0.0,0.24462890624999997,0.10554199218749999,0.08140219226176693,0.6270105885207847,0.15302752977422895,0,0.15261071668486723,0,0.108349609375,31078.0,0.0,124,0.24462890624999997,47954.0,0.0,123,0.00390625,35449.0,0.0,123,0.03017578125,19713.0,0.0,126,0.15244140625,28811.0,0.0,125,0.144775390625,46722.0,0.0,125,0.159423828125,51367.0,0.0,122,0.0006347656249999999,40761.0,0.0,88
27,314714.0,314714.0,0.0,1105,1105,0,0.0,0.250634765625,0.108221435546875,0.08417373224599008,0.6230685265247835,0.13952270950767942,0,0.17704597294566957,0,0.10913085937499999,33267.0,0.0,127,0.250634765625,54841.0,0.0,126,0.00234375,38501.0,0.0,126,0.030419921875,24863.0,0.0,123,0.15361328124999998,31687.0,0.0,122,0.15009765625,47939.0,0.0,124,0.16909179687499998,50161.0,0.0,125,0.00043945312499999996,33455.0,0.0,79
28,320081.0,320081.0,0.0,1053,1053,0,0.0,0.25419921875,0.10946044921875,0.08570340524243393,0.6199527004897433,0.14484341463566985,0,0.14822801031696953,0,0.107666015625,30884.0,0.0,126,0.25419921875,48816.0,0.0,126,0.00234375,46538.0,0.0,127,0.03056640625,30706.0,0.0,125,0.1560546875,34547.0,0.0,126,0.149267578125,38881.0,0.0,122,0.1755859375,61215.0,0.0,123,0.0,28494.0,0.0,79
29,316657.0,316657.0,0.0,1087,1087,0,0.0,0.26494140625,0.11275634765625,0.08870942501255243,0.6176832346008665,0.1426476439807105,0,0.16058895005056759,0,0.11401367187499999,44170.0,0.0,126,0.26494140625,51215.0,0.0,124,0.001904296875,35222.0,0.0,123,0.030712890625,22117.0,0.0,124,0.155419921875,32318.0,0.0,127,0.154736328125,47643.0,0.0,125,0.180078125,52087.0,0.0,126,0.000244140625,31885.0,0.0,62
30,312558.0,312558.0,0.0,1073,1073,0,0.0,0.272705078125,0.11501464843749999,0.09122248705128422,0.613849300486027,0.11967938750567853,0,0.14050425845416467,0,0.11513671874999999,46222.0,0.0,122,0.272705078125,45278.0,0.0,126,0.0008789062499999999,40004.0,0.0,113,0.031347656249999994,23689.0,0.0,123,0.161474609375,37607.0,0.0,122,0.155126953125,37045.0,0.0,125,0.183447265625,51703.0,0.0,127,0.0,31010.0,0.0,83
31,336671.0,336671.0,0.0,1082,1082,0,0.0,0.28466796875,0.11796264648437499,0.09484372611100526,0.6073723533973073,0.1512778795916483,0,0.1728050421916632,0,0.11879882812499999,38030.0,0.0,124,0.28466796875,51541.0,0.0,127,0.0005859375,38369.0,0.0,93,0.030029296875,26428.0,0.0,123,0.16015625,29129.0,0.0,126,0.15859375,48623.0,0.0,125,0.190869140625,63737.0,0.0,128,0.0,40814.0,0.0,87
32,330964.0,330964.0,0.0,1115,1115,0,0.0,0.293603515625,0.12110595703124999,0.09785435152933127,0.6050068483794836,0.15368287789608504,0,0.17980231278729134,0,0.119921875,43445.0,0.0,124,0.293603515625,53114.0,0.0,127,0.0015625,46079.0,0.0,124,0.028124999999999997,16732.0,0.0,125,0.165771484375,34612.0,0.0,122,0.163818359375,44734.0,0.0,127,0.195556640625,56874.0,0.0,126,0.00048828125,35374.0,0.0,79
33,317654.0,317654.0,0.0,1097,1097,0,0.0,0.305078125,0.123284912109375,0.10142459438223826,0.5963705262795317,0.18657721923854198,0,0.18459877002802405,0,0.11962890625,34205.0,0.0,125,0.305078125,54130.0,0.0,123,0.0005859375,37120.0,0.0,123,0.027978515625,19003.0,0.0,123,0.1640625,30329.0,0.0,127,0.163671875,47628.0,0.0,126,0.20498046875,62807.0,0.0,125,0.00029296875,32432.0,0.0,86
34,339730.0,318346.0,21384.0,1170,1096,74,0.06294410266976698,0.4993616674367837,0.15048783538272298,0.1527102010844362,0.49267064395373916,0.14514025844052592,2,0.2190089943518858,0,0.12412109375,38383.0,0.0,128,0.4993616674367837,53935.0,21384.0,127,0.001318359375,47836.0,0.0,121,0.027978515625,24289.0,0.0,125,0.16938476562500002,31994.0,0.0,125,0.1689453125,48592.0,0.0,124,0.21201171875,58366.0,0.0,125,0.00078125,36335.0,0.0,84
35,337934.0,322891.0,15043.0,1163,1121,42,0.044514609361591184,0.46818431823144946,0.1493189382164312,0.14408699001955474,0.5178261055872843,0.07589647682683553,2,0.20572959892908477,0,0.12607421875,45472.0,0.0,126,0.46818431823144946,44644.0,15043.0,124,0.002490234375,40882.0,0.0,124,0.030419921875,34949.0,0.0,127,0.17226562499999998,33832.0,0.0,127,0.17568359375,45955.0,0.0,127,0.21884765625,52340.0,0.0,123,0.0005859375,39860.0,0.0,105
36,323316.0,321487.0,1829.0,1114,1107,7,0.005657004293013629,0.31972059977103073,0.13302537770575384,0.10662671516330867,0.6088335296000701,0.12425846540226848,0,0.20535320185182,0,0.130615234375,44262.0,0.0,125,0.31972059977103073,45694.0,1829.0,125,0.003857421875,44845.0,0.0,129,0.033837890625,27328.0,0.0,125,0.17631835937499998,31791.0,0.0,125,0.175634765625,34587.0,0.0,127,0.22392578124999998,57869.0,0.0,123,0.00029296875,36940.0,0.0,99
37,314591.0,313819.0,772.0,1085,1078,7,0.00245397992949575,0.3109485759058934,0.13350358175386168,0.10509026254777083,0.6174213323973506,0.10098469123401443,0,0.14332708484880996,0,0.13598632812499997,45455.0,0.0,126,0.3109485759058934,31847.0,772.0,126,0.0055175781249999995,40030.0,0.0,126,0.032812499999999994,34197.0,0.0,128,0.174609375,29717.0,0.0,126,0.18173828125,43019.0,0.0,125,0.22612304687499998,52245.0,0.0,127,0.00029296875,38081.0,0.0,96
38,345961.0,343985.0,1976.0,1105,1099,6,0.005711626455005028,0.3222402806326205,0.13735034757907755,0.10888468093814521,0.6140790681674579,0.09211768089466688,0,0.2021222300202972,0,0.143603515625,48315.0,0.0,128,0.3222402806326205,42645.0,1976.0,125,0.00322265625,39231.0,0.0,124,0.0322265625,35176.0,0.0,123,0.17822265625,33074.0,0.0,123,0.18530273437499997,45308.0,0.0,126,0.23271484374999998,57163.0,0.0,128,0.0012695312499999998,45049.0,0.0,104
39,340008.0,337149.0,2859.0,1118,1113,5,0.008408625679395754,0.3347136363619448,0.1409908158733681,0.11263567953949238,0.6104186740494985,0.10441371967718371,0,0.19966264457453473,0,0.14833984374999998,47476.0,0.0,126,0.3347136363619448,42007.0,2859.0,124,0.002783203125,38499.0,0.0,125,0.033203125,28034.0,0.0,126,0.18154296875,38282.0,0.0,127,0.18803710937499998,41838.0,0.0,128,0.2388671875,59498.0,0.0,126,0.00043945312499999996,44374.0,0.0,107
40,322018.0,314545.0,7473.0,1122,1095,27,0.023206777260898388,0.4038464916126402,0.15197617277970502,0.12937954632642606,0.5797986512214844,0.14656090653317477,1,0.18568152856043152,0,0.154248046875,50989.0,0.0,124,0.4038464916126402,35729.0,7473.0,123,0.0062011718750000005,39587.0,0.0,125,0.030615234374999998,21647.0,0.0,126,0.18203125,29848.0,0.0,127,0.1900390625,43371.0,0.0,127,0.24814453125,56062.0,0.0,123,0.00068359375,44785.0,0.0,105
41,346976.0,345208.0,1768.0,1090,1083,7,0.005095453287835456,0.3257133715349479,0.14402227691061847,0.11182427152878512,0.6238867826213097,0.1577104756524943,0,0.18195376830875334,0,0.15703124999999998,49658.0,0.0,126,0.3257133715349479,34379.0,1768.0,125,0.0099609375,51443.0,0.0,123,0.032080078125,21481.0,0.0,124,0.1830078125,40028.0,0.0,126,0.18984374999999998,39984.0,0.0,124,0.2541015625,67304.0,0.0,125,0.00043945312499999996,42699.0,0.0,94
42,336056.0,335877.0,179.0,1117,1115,2,0.0005326493203513684,0.30029131550861177,0.14390848475107648,0.10852637172668687,0.637462780194481,0.12711274311424248,0,0.18605324103868817,0,0.165625,49736.0,0.0,123,0.30029131550861177,33965.0,179.0,126,0.00791015625,40489.0,0.0,129,0.03222656249999999,22657.0,0.0,124,0.193701171875,51918.0,0.0,124,0.19340820312499998,36062.0,0.0,125,0.25742187499999997,50993.0,0.0,126,0.00068359375,50236.0,0.0,106
43,343686.0,343686.0,0.0,1199,1199,0,0.0,0.2970703125,0.14810791015625,0.10851137824430637,0.650712417478201,0.13980712045297117,0,0.2088494686215441,0,0.178466796875,55677.0,0.0,122,0.2970703125,40361.0,0.0,127,0.01474609375,42822.0,0.0,124,0.031494140625,21459.0,0.0,127,0.203515625,51043.0,0.0,124,0.194921875,32878.0,0.0,127,0.26259765625,55148.0,0.0,128,0.00205078125,44298.0,0.0,116
44,364698.0,364698.0,0.0,1181,1181,0,0.0,0.2990234375,0.151531982421875,0.10997367212603204,0.6550046573211268,0.12237728202512721,0,0.17429385138777,0,0.18251953125,48838.0,0.0,125,0.2990234375,34744.0,0.0,125,0.0193359375,59008.0,0.0,124,0.03344726562499999,27181.0,0.0,123,0.206298828125,46884.0,0.0,124,0.20024414062499998,42309.0,0.0,124,0.27124023437499994,57385.0,0.0,123,0.000146484375,48349.0,0.0,120
45,354856.0,352997.0,1859.0,1155,1145,10,0.005238744730256766,0.32171776437683813,0.15681628304710477,0.11577662066034217,0.6472161093374307,0.12100683093987374,0,0.2231983404806539,0,0.190087890625,52023.0,0.0,127,0.32171776437683813,44190.0,1859.0,126,0.01787109375,46150.0,0.0,127,0.031640625,18973.0,0.0,125,0.2158203125,47788.0,0.0,125,0.202001953125,40618.0,0.0,125,0.27499999999999997,58258.0,0.0,125,0.000390625,46856.0,0.0,100
46,320912.0,317455.0,3457.0,1153,1143,10,0.010772423592760599,0.3507977146266833,0.1635091381564604,0.12195750954703359,0.6425369569367791,0.10209185072543203,0,0.1726006623105901,0,0.194091796875,44657.0,0.0,124,0.3507977146266833,33832.0,3457.0,124,0.0216796875,43168.0,0.0,126,0.03017578125,20926.0,0.0,125,0.228955078125,41525.0,0.0,123,0.20634765624999998,49540.0,0.0,125,0.27524414062499997,44078.0,0.0,124,0.00078125,43186.0,0.0,111
47,342526.0,339964.0,2562.0,1161,1153,8,0.007479724166924533,0.3364414645117922,0.16507154048584902,0.11931802061353206,0.6568241153538501,0.1086005149974012,0,0.18502403239939,0,0.19936523437499998,52368.0,0.0,124,0.3364414645117922,34596.0,2562.0,125,0.027001953125,44500.0,0.0,125,0.03408203125,22901.0,0.0,127,0.232373046875,45700.0,0.0,127,0.209521484375,49459.0,0.0,127,0.28134765625,49135.0,0.0,125,0.00043945312499999996,43867.0,0.0,97
48,339851.0,339111.0,740.0,1140,1134,6,0.0021774248126384733,0.31005941136763204,0.16439219204595398,0.11656091311623415,0.6654510741266536,0.11495662805170448,0,0.19867935855171906,0,0.20537109375,42756.0,0.0,123,0.31005941136763204,37325.0,740.0,128,0.02490234375,36451.0,0.0,125,0.035205078125,25465.0,0.0,123,0.23881835937499998,52198.0,0.0,125,0.21533203125,46521.0,0.0,123,0.28515625,54683.0,0.0,128,0.00029296875,44452.0,0.0,99
49,339826.0,339480.0,346.0,1136,1132,4,0.001018168121332679,0.3046178860355615,0.16694076114507017,0.11740870292682493,0.6690642795532468,0.12842233966794736,0,0.20159512874983432,0,0.20595703125,47540.0,0.0,126,0.3046178860355615,29143.0,346.0,123,0.0265625,41280.0,0.0,128,0.036083984374999996,27388.0,0.0,126,0.24355468749999998,44238.0,0.0,124,0.21943359375,43131.0,0.0,124,0.29755859375,62569.0,0.0,124,0.0017578125,44537.0,0.0,96
50,341124.0,341124.0,0.0,1146,1146,0,0.0,0.302001953125,0.168896484375,0.11619480053074509,0.6787505639226906,0.15029651974062164,0,0.19040240691790558,0,0.210791015625,55795.0,0.0,124,0.297802734375,28131.0,0.0,125,0.0326171875,46998.0,0.0,126,0.0404296875,28640.0,0.0,124,0.24287109375,40421.0,0.0,127,0.224072265625,33926.0,0.0,124,0.302001953125,60882.0,0.0,125,0.0005859375,46331.0,0.0,119
51,344705.0,337037.0,7668.0,1117,1088,29,0.022245108135942264,0.37372108389265585,0.17902104368970698,0.12821552178236756,0.6609614048308436,0.11099019451414938,0,0.19997673094824442,0,0.21816406249999998,55572.0,0.0,123,0.29648437499999997,35361.0,0.0,129,0.035009765625,41877.0,0.0,125,0.038867187500000004,29259.0,0.0,125,0.24438476562499997,37820.0,0.0,125,0.22421875,42918.0,0.0,127,0.37372108389265585,52705.0,7668.0,124,0.001318359375,49193.0,0.0,115
52,340255.0,329528.0,10727.0,1136,1098,38,0.03152635523357473,0.4044987528659925,0.18518758824887405,0.1347621792335248,0.6537842851309795,0.10579234691628292,3,0.19170700196912827,0,0.222216796875,46242.0,0.0,125,0.2958984375,31445.0,0.0,125,0.03662109375,47111.0,0.0,125,0.039892578125,26842.0,0.0,124,0.24990234374999998,40204.0,0.0,126,0.23173828124999998,50597.0,0.0,125,0.4044987528659925,51302.0,10727.0,123,0.000732421875,46512.0,0.0,114
53,322169.0,321113.0,1056.0,1125,1114,11,0.003277782778603766,0.31508297474201397,0.17638488356150173,0.11887122530797098,0.6876714188661,0.12300337710952891,0,0.17475942888753454,0,0.23046874999999997,49487.0,0.0,123,0.29560546875,29720.0,0.0,124,0.04199218749999999,45825.0,0.0,125,0.040136718749999994,29536.0,0.0,126,0.25068359375,38450.0,0.0,127,0.2365234375,54646.0,0.0,128,0.31508297474201397,32778.0,1056.0,123,0.0005859375,41727.0,0.0,121
54,352525.0,344096.0,8429.0,1149,1128,21,0.023910360967307216,0.3957610860233301,0.18925285059666624,0.13211799227072527,0.6723376694191768,0.11330650308488721,1,0.1992358054453283,0,0.23955078124999998,54539.0,0.0,126,0.292529296875,25290.0,0.0,125,0.045361328124999996,50947.0,0.0,125,0.04619140625,37796.0,0.0,124,0.2556640625,39583.0,0.0,124,0.238818359375,53494.0,0.0,127,0.3957610860233301,44327.0,8429.0,123,0.000146484375,46549.0,0.0,115
55,340579.0,340579.0,0.0,1113,1113,0,0.0,0.299267578125,0.17907104492187498,0.1170377917874211,0.7006870080924928,0.06983732115015862,0,0.2283374827264476,0,0.24384765625,51772.0,0.0,126,0.29326171875,39031.0,0.0,126,0.045849609375,40745.0,0.0,127,0.046093749999999996,33883.0,0.0,125,0.2609375,39845.0,0.0,126,0.242431640625,49542.0,0.0,124,0.299267578125,42250.0,0.0,123,0.00087890625,43511.0,0.0,117
